accession	accession_version	database	sra_accessions	strain	region	location	date	date_released	date_updated	length	host	is_lab_host	sample_type	biosample_accessions	full_authors	institution	submitter_country	country	division	authors
MB015854	MB015854.1	GenBank		MB015854			XXXX-XX-XX	2019-07-31	2019-07-31	14					Mclellan,J.,Graham,B.,Kwong,P.,Mackow,N.,Buchholz,U.,Nutt,A.S.,Munir,S.,Liang,B.,Collins,P.					Mclellan et al.
MB015855	MB015855.1	GenBank		MB015855			XXXX-XX-XX	2019-07-31	2019-07-31	12					Mclellan,J.,Graham,B.,Kwong,P.,Mackow,N.,Buchholz,U.,Nutt,A.S.,Munir,S.,Liang,B.,Collins,P.					Mclellan et al.
MB015856	MB015856.1	GenBank		MB015856			XXXX-XX-XX	2019-07-31	2019-07-31	14					Mclellan,J.,Graham,B.,Kwong,P.,Mackow,N.,Buchholz,U.,Nutt,A.S.,Munir,S.,Liang,B.,Collins,P.					Mclellan et al.
MB015857	MB015857.1	GenBank		MB015857			XXXX-XX-XX	2019-07-31	2019-07-31	8					Mclellan,J.,Graham,B.,Kwong,P.,Mackow,N.,Buchholz,U.,Nutt,A.S.,Munir,S.,Liang,B.,Collins,P.					Mclellan et al.
MB015858	MB015858.1	GenBank		MB015858			XXXX-XX-XX	2019-07-31	2019-07-31	13					Mclellan,J.,Graham,B.,Kwong,P.,Mackow,N.,Buchholz,U.,Nutt,A.S.,Munir,S.,Liang,B.,Collins,P.					Mclellan et al.
MB015872	MB015872.1	GenBank		MB015872			XXXX-XX-XX	2019-07-31	2019-07-31	46					Mclellan,J.,Graham,B.,Kwong,P.,Mackow,N.,Buchholz,U.,Nutt,A.S.,Munir,S.,Liang,B.,Collins,P.					Mclellan et al.
MB015873	MB015873.1	GenBank		MB015873			XXXX-XX-XX	2019-07-31	2019-07-31	28					Mclellan,J.,Graham,B.,Kwong,P.,Mackow,N.,Buchholz,U.,Nutt,A.S.,Munir,S.,Liang,B.,Collins,P.					Mclellan et al.
MB015874	MB015874.1	GenBank		MB015874			XXXX-XX-XX	2019-07-31	2019-07-31	8					Mclellan,J.,Graham,B.,Kwong,P.,Mackow,N.,Buchholz,U.,Nutt,A.S.,Munir,S.,Liang,B.,Collins,P.					Mclellan et al.
MB015875	MB015875.1	GenBank		MB015875			XXXX-XX-XX	2019-07-31	2019-07-31	42					Mclellan,J.,Graham,B.,Kwong,P.,Mackow,N.,Buchholz,U.,Nutt,A.S.,Munir,S.,Liang,B.,Collins,P.					Mclellan et al.
MF077311	MF077311.1	GenBank		hPIV2/USA/ACRI_0185/2016	North America	Arkansas	2016-10-XX	2017-06-17	2017-06-17	15642	Homo sapiens		oronasopharynx		Kennedy,J.L.,Kincaid,J.C.,Schwalm,K.C.,Stoner,A.N.,Abramo,T.J.,Thompson,T.M.,Putt,C.M.,Dinwiddie,D.L.	University of New Mexico, Pediatrics	USA	USA	Little Rock	Kennedy et al.
MF077312	MF077312.1	GenBank		hPIV2/USA/ACRI_0230/2017	North America	Arkansas	2017-02-XX	2017-06-17	2017-06-17	15641	Homo sapiens		oronasopharynx		Kennedy,J.L.,Kincaid,J.C.,Schwalm,K.C.,Stoner,A.N.,Abramo,T.J.,Thompson,T.M.,Putt,C.M.,Dinwiddie,D.L.	University of New Mexico, Pediatrics	USA	USA	Little Rock	Kennedy et al.
MF077313	MF077313.1	GenBank		hPIV2/USA/ACRI_0248/2017	North America	Arkansas	2017-03-XX	2017-06-17	2017-06-17	15645	Homo sapiens		oronasopharynx		Kennedy,J.L.,Kincaid,J.C.,Schwalm,K.C.,Stoner,A.N.,Abramo,T.J.,Thompson,T.M.,Putt,C.M.,Dinwiddie,D.L.	University of New Mexico, Pediatrics	USA	USA	Little Rock	Kennedy et al.
MF133335	MF133335.1	GenBank		16406	Europe		2011-10-28	2017-11-01	2017-11-01	1369	Homo sapiens				Slovic,A.,Kosutic Gulija,T.,Santak,M.,Jagusic,M.,Ivancic Jelecki,J.,Forcic,D.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Slovic et al.
MF133336	MF133336.1	GenBank		16475	Europe		2011-10-30	2017-11-01	2017-11-01	1369	Homo sapiens				Slovic,A.,Kosutic Gulija,T.,Santak,M.,Jagusic,M.,Ivancic Jelecki,J.,Forcic,D.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Slovic et al.
MF133337	MF133337.1	GenBank		16971	Europe		2011-11-09	2017-11-01	2017-11-01	1369	Homo sapiens				Slovic,A.,Kosutic Gulija,T.,Santak,M.,Jagusic,M.,Ivancic Jelecki,J.,Forcic,D.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Slovic et al.
MF133338	MF133338.1	GenBank		17034	Europe		2011-11-12	2017-11-01	2017-11-01	1369	Homo sapiens				Slovic,A.,Kosutic Gulija,T.,Santak,M.,Jagusic,M.,Ivancic Jelecki,J.,Forcic,D.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Slovic et al.
MF133339	MF133339.1	GenBank		2706	Europe		2012-06-27	2017-11-01	2017-11-01	1369	Homo sapiens				Slovic,A.,Kosutic Gulija,T.,Santak,M.,Jagusic,M.,Ivancic Jelecki,J.,Forcic,D.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Slovic et al.
MF133340	MF133340.1	GenBank		2858	Europe		2012-09-03	2017-11-01	2017-11-01	1369	Homo sapiens				Slovic,A.,Kosutic Gulija,T.,Santak,M.,Jagusic,M.,Ivancic Jelecki,J.,Forcic,D.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Slovic et al.
MF133341	MF133341.1	GenBank		2950	Europe		2012-09-27	2017-11-01	2017-11-01	1369	Homo sapiens				Slovic,A.,Kosutic Gulija,T.,Santak,M.,Jagusic,M.,Ivancic Jelecki,J.,Forcic,D.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Slovic et al.
MF133342	MF133342.1	GenBank		3257	Europe		2012-11-29	2017-11-01	2017-11-01	1369	Homo sapiens				Slovic,A.,Kosutic Gulija,T.,Santak,M.,Jagusic,M.,Ivancic Jelecki,J.,Forcic,D.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Slovic et al.
MF133343	MF133343.1	GenBank		3263	Europe		2012-11-29	2017-11-01	2017-11-01	1369	Homo sapiens				Slovic,A.,Kosutic Gulija,T.,Santak,M.,Jagusic,M.,Ivancic Jelecki,J.,Forcic,D.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Slovic et al.
MF133344	MF133344.1	GenBank		3316	Europe		2012-12-06	2017-11-01	2017-11-01	1369	Homo sapiens				Slovic,A.,Kosutic Gulija,T.,Santak,M.,Jagusic,M.,Ivancic Jelecki,J.,Forcic,D.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Slovic et al.
MF133345	MF133345.1	GenBank		1688	Europe		2014-11-22	2017-11-01	2017-11-01	1369	Homo sapiens				Slovic,A.,Kosutic Gulija,T.,Santak,M.,Jagusic,M.,Ivancic Jelecki,J.,Forcic,D.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Slovic et al.
MF133346	MF133346.1	GenBank		3036	Europe		2012-10-15	2017-11-01	2017-11-01	1369	Homo sapiens				Slovic,A.,Kosutic Gulija,T.,Santak,M.,Jagusic,M.,Ivancic Jelecki,J.,Forcic,D.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Slovic et al.
MF133347	MF133347.1	GenBank		1779	Europe		2015-11-20	2017-11-01	2017-11-01	1369	Homo sapiens				Slovic,A.,Kosutic Gulija,T.,Santak,M.,Jagusic,M.,Ivancic Jelecki,J.,Forcic,D.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Slovic et al.
MF133348	MF133348.1	GenBank		1849	Europe		2015-12-02	2017-11-01	2017-11-01	1369	Homo sapiens				Slovic,A.,Kosutic Gulija,T.,Santak,M.,Jagusic,M.,Ivancic Jelecki,J.,Forcic,D.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Slovic et al.
MF163150	MF163150.1	GenBank		1779	Europe		2015-11-20	2017-11-01	2017-11-01	3992	Homo sapiens				Santak,M.,Slovic,A.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Santak et al.
MF163151	MF163151.1	GenBank		1849	Europe		2015-12-02	2017-11-01	2017-11-01	3992	Homo sapiens				Santak,M.,Slovic,A.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Santak et al.
MF973165	MF973165.1	GenBank	SRR24099558	MF973165	North America		2011-XX-XX	2017-11-20	2023-04-11	15639	Homo sapiens			SAMN34104428	Greninger,A.L.,Makhsous,N.,Kuypers,J.,Shean,R.C.,Jerome,K.R.,Kuypers,J.M.	UW, Lab Medicine	USA	USA		Greninger et al.
MG460766	MG460766.1	GenBank		222	Europe		2016-01-20	2018-09-25	2018-09-25	3992	Homo sapiens				Santak,M.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Santak et al.
MG460767	MG460767.1	GenBank		1623	Europe		2016-07-11	2018-09-25	2018-09-25	3992	Homo sapiens				Santak,M.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Santak et al.
MG460768	MG460768.1	GenBank		1827	Europe		2016-09-14	2018-09-25	2018-09-25	3992	Homo sapiens				Santak,M.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Santak et al.
MG460769	MG460769.1	GenBank		1916	Europe		2016-10-07	2018-09-25	2018-09-25	3992	Homo sapiens				Santak,M.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Santak et al.
MG460770	MG460770.1	GenBank		1939	Europe		2016-10-11	2018-09-25	2018-09-25	3992	Homo sapiens				Santak,M.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Santak et al.
MG460771	MG460771.1	GenBank		1995	Europe		2016-10-19	2018-09-25	2018-09-25	3992	Homo sapiens				Santak,M.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Santak et al.
MG460772	MG460772.1	GenBank		2085	Europe		2016-11-02	2018-09-25	2018-09-25	3992	Homo sapiens				Santak,M.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Santak et al.
MG460773	MG460773.1	GenBank		2115	Europe		2016-11-04	2018-09-25	2018-09-25	3992	Homo sapiens				Santak,M.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Santak et al.
MG460774	MG460774.1	GenBank		2165	Europe		2016-11-10	2018-09-25	2018-09-25	3992	Homo sapiens				Santak,M.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Santak et al.
MG460775	MG460775.1	GenBank		2188	Europe		2016-11-14	2018-09-25	2018-09-25	3992	Homo sapiens				Santak,M.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Santak et al.
MG460776	MG460776.1	GenBank		2209	Europe		2016-11-14	2018-09-25	2018-09-25	3992	Homo sapiens				Santak,M.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Santak et al.
MG460777	MG460777.1	GenBank		2241	Europe		2016-11-17	2018-09-25	2018-09-25	3992	Homo sapiens				Santak,M.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Santak et al.
MG460778	MG460778.1	GenBank		2400	Europe		2016-12-05	2018-09-25	2018-09-25	3992	Homo sapiens				Santak,M.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Santak et al.
MG460779	MG460779.1	GenBank		2469	Europe		2016-12-12	2018-09-25	2018-09-25	3992	Homo sapiens				Santak,M.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Santak et al.
MG460780	MG460780.1	GenBank		2513	Europe		2016-12-14	2018-09-25	2018-09-25	3992	Homo sapiens				Santak,M.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Santak et al.
MG460781	MG460781.1	GenBank		2514	Europe		2016-12-14	2018-09-25	2018-09-25	3992	Homo sapiens				Santak,M.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Santak et al.
MG460782	MG460782.1	GenBank		2534	Europe		2016-12-16	2018-09-25	2018-09-25	3992	Homo sapiens				Santak,M.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Santak et al.
MG460783	MG460783.1	GenBank		208	Europe		2017-01-16	2018-09-25	2018-09-25	3992	Homo sapiens				Santak,M.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Santak et al.
MG460784	MG460784.1	GenBank		228	Europe		2017-01-17	2018-09-25	2018-09-25	3992	Homo sapiens				Santak,M.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Santak et al.
MG460785	MG460785.1	GenBank		705	Europe		2017-02-16	2018-09-25	2018-09-25	3992	Homo sapiens				Santak,M.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Santak et al.
MG773274	MG773274.1	GenBank		HPIV2/BuenosAires/ARG/001/2017	South America		2017-07-05	2018-07-14	2018-07-14	15645	Homo sapiens		oronasopharynx		Goya,S.,Valinotto,L.E.,Tittarelli,E.,Rojo,G.L.,Nabaes Jodar,M.S.,Greninger,A.L.,Zaiat,J.J.,Marti,M.A.,Mistchenko,A.S.,Viegas,M.,Greninger,A.,Zaiat,J.,Marti,M.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	Argentina	Argentina		Goya et al.
MG836416	MG836416.1	GenBank		HPIV2i/Zagreb.HR/47.14(1688)	Europe		2014-11-22	2018-11-07	2018-11-07	15654	Homo sapiens				Santak,M.	University of Zagreb	Croatia	Croatia		Santak et al.
MG836417	MG836417.1	GenBank		HPIV2i/Zagreb.HR/47.15(1779)	Europe		2015-11-20	2018-11-07	2018-11-07	15654	Homo sapiens				Santak,M.	University of Zagreb	Croatia	Croatia		Santak et al.
MG836418	MG836418.1	GenBank		HPIV2i/Zagreb.HR/49.15(1849)	Europe		2015-12-02	2018-11-07	2018-11-07	15654	Homo sapiens				Santak,M.	University of Zagreb	Croatia	Croatia		Santak et al.
MG836419	MG836419.1	GenBank		HPIV2i/Zagreb.HR/49.16(2400)	Europe		2016-12-05	2018-11-07	2018-11-07	15654	Homo sapiens				Santak,M.	University of Zagreb	Croatia	Croatia		Santak et al.
MG836420	MG836420.1	GenBank		HPIV2i/Zagreb.HR/50.16(2513)	Europe		2016-12-14	2018-11-07	2018-11-07	15654	Homo sapiens				Santak,M.	University of Zagreb	Croatia	Croatia		Santak et al.
MG836421	MG836421.1	GenBank		HPIV2i/Zagreb.HR/47.11(16475)	Europe		2011-10-30	2018-11-07	2018-11-07	15654	Homo sapiens				Santak,M.	University of Zagreb	Croatia	Croatia		Santak et al.
MG836422	MG836422.1	GenBank		HPIV2i/Zagreb.HR/49.11(17034)	Europe		2011-11-12	2018-11-07	2018-11-07	15654	Homo sapiens				Santak,M.	University of Zagreb	Croatia	Croatia		Santak et al.
MG836423	MG836423.1	GenBank		HPIV2i/Zagreb.HR/38.12(2858)	Europe		2012-09-03	2018-11-07	2018-11-07	15654	Homo sapiens				Santak,M.	University of Zagreb	Croatia	Croatia		Santak et al.
MG836424	MG836424.1	GenBank		HPIV2i/Zagreb.HR/50.12(3263)	Europe		2012-11-29	2018-11-07	2018-11-07	15654	Homo sapiens				Santak,M.	University of Zagreb	Croatia	Croatia		Santak et al.
MG836425	MG836425.1	GenBank		HPIV2i/Zagreb.HR/42.14(1472)	Europe		2014-10-17	2018-11-07	2018-11-07	15654	Homo sapiens				Santak,M.	University of Zagreb	Croatia	Croatia		Santak et al.
MH006623	MH006623.1	GenBank		HPIV2/VietNam/008/2009	Asia		2009-07-30	2018-05-17	2018-05-17	15476	Homo sapiens		oronasopharynx		Linster,M.,Do,L.A.,Minh,N.N.,Chen,Y.,Zhe,Z.,Tuan,T.A.,Tuan,H.M.,Su,Y.C.,van Doorn,H.R.,Moorthy,M.,Smith,G.J.,Do,L.A.H.,Minh,N.N.Q.,Su,Y.C.F.,Smith,G.J.D.	Duke-NUS Medical School, Emerging Infectious Diseases	Singapore	Vietnam		Linster et al.
MH006624	MH006624.1	GenBank		HPIV2/VietNam/014/2010	Asia		2010-01-27	2018-05-17	2018-05-17	5983	Homo sapiens		oronasopharynx		Linster,M.,Do,L.A.,Minh,N.N.,Chen,Y.,Zhe,Z.,Tuan,T.A.,Tuan,H.M.,Su,Y.C.,van Doorn,H.R.,Moorthy,M.,Smith,G.J.,Do,L.A.H.,Minh,N.N.Q.,Su,Y.C.F.,Smith,G.J.D.	Duke-NUS Medical School, Emerging Infectious Diseases	Singapore	Vietnam		Linster et al.
MH006625	MH006625.1	GenBank		HPIV2/VietNam/015/2010	Asia		2010-02-04	2018-05-17	2018-05-17	10570	Homo sapiens		oronasopharynx		Linster,M.,Do,L.A.,Minh,N.N.,Chen,Y.,Zhe,Z.,Tuan,T.A.,Tuan,H.M.,Su,Y.C.,van Doorn,H.R.,Moorthy,M.,Smith,G.J.,Do,L.A.H.,Minh,N.N.Q.,Su,Y.C.F.,Smith,G.J.D.	Duke-NUS Medical School, Emerging Infectious Diseases	Singapore	Vietnam		Linster et al.
MH006626	MH006626.1	GenBank		HPIV2/VietNam/068/2010	Asia		2010-03-03	2018-05-17	2018-05-17	10886	Homo sapiens		oronasopharynx		Linster,M.,Do,L.A.,Minh,N.N.,Chen,Y.,Zhe,Z.,Tuan,T.A.,Tuan,H.M.,Su,Y.C.,van Doorn,H.R.,Moorthy,M.,Smith,G.J.,Do,L.A.H.,Minh,N.N.Q.,Su,Y.C.F.,Smith,G.J.D.	Duke-NUS Medical School, Emerging Infectious Diseases	Singapore	Vietnam		Linster et al.
MH006627	MH006627.1	GenBank		HPIV2/VietNam/069/2010	Asia		2010-03-18	2018-05-17	2018-05-17	15482	Homo sapiens		oronasopharynx		Linster,M.,Do,L.A.,Minh,N.N.,Chen,Y.,Zhe,Z.,Tuan,T.A.,Tuan,H.M.,Su,Y.C.,van Doorn,H.R.,Moorthy,M.,Smith,G.J.,Do,L.A.H.,Minh,N.N.Q.,Su,Y.C.F.,Smith,G.J.D.	Duke-NUS Medical School, Emerging Infectious Diseases	Singapore	Vietnam		Linster et al.
MH006628	MH006628.1	GenBank		HPIV2/VietNam/073/2010	Asia		2010-03-16	2018-05-17	2018-05-17	7480	Homo sapiens		oronasopharynx		Linster,M.,Do,L.A.,Minh,N.N.,Chen,Y.,Zhe,Z.,Tuan,T.A.,Tuan,H.M.,Su,Y.C.,van Doorn,H.R.,Moorthy,M.,Smith,G.J.,Do,L.A.H.,Minh,N.N.Q.,Su,Y.C.F.,Smith,G.J.D.	Duke-NUS Medical School, Emerging Infectious Diseases	Singapore	Vietnam		Linster et al.
MH828710	MH828710.1	GenBank		MH828710	Asia		2014-05-27	2022-04-16	2022-04-16	15654	Homo sapiens				Lu,L.,Robertson,G.,Ashworth,J.,Pham Hong,A.,Shi,T.,Ivens,A.,Thwaites,G.,Baker,S.,Woolhouse,M.	University of Edinburgh, Centre for Immunity, Infection and Evolution	United Kingdom	Vietnam		Lu et al.
MH828711	MH828711.1	GenBank		MH828711	Asia		2014-05-12	2022-04-16	2022-04-16	15654	Homo sapiens				Lu,L.,Robertson,G.,Ashworth,J.,Pham Hong,A.,Shi,T.,Ivens,A.,Thwaites,G.,Baker,S.,Woolhouse,M.	University of Edinburgh, Centre for Immunity, Infection and Evolution	United Kingdom	Vietnam		Lu et al.
MH828712	MH828712.1	GenBank		MH828712	Asia		2015-09-25	2022-04-16	2022-04-16	15654	Homo sapiens				Lu,L.,Robertson,G.,Ashworth,J.,Pham Hong,A.,Shi,T.,Ivens,A.,Thwaites,G.,Baker,S.,Woolhouse,M.	University of Edinburgh, Centre for Immunity, Infection and Evolution	United Kingdom	Vietnam		Lu et al.
MH892405	MH892405.1	GenBank		MH892405	Europe		2014-12-15	2019-02-05	2019-02-05	15684	Homo sapiens				Phan,M.V.T.,Arron,G.,GeurtsvanKessel,C.H.,Huisman,R.C.,Molenkamp,R.,Koopmans,M.P.G.,Cotten,M.	Erasmus Medical Center, Virosciences	Netherlands	Netherlands		Phan et al.
MH892406	MH892406.1	GenBank		MH892406	Europe		2014-04-02	2019-02-05	2019-02-05	15654	Homo sapiens				Phan,M.V.T.,Arron,G.,GeurtsvanKessel,C.H.,Huisman,R.C.,Molenkamp,R.,Koopmans,M.P.G.,Cotten,M.	Erasmus Medical Center, Virosciences	Netherlands	Netherlands		Phan et al.
MK167022	MK167022.1	GenBank		MK167022	North America		2016-XX-XX	2019-01-09	2020-02-21	15654	Homo sapiens				Greninger,A.L.,Shean,R.C.,Makhsous,N.	University of Washington, Virology		USA		Greninger et al.
MK167023	MK167023.1	GenBank		MK167023	North America		2016-XX-XX	2019-01-09	2020-02-21	15654	Homo sapiens				Greninger,A.L.,Shean,R.C.,Makhsous,N.	University of Washington, Virology		USA		Greninger et al.
MK167024	MK167024.1	GenBank		MK167024	North America		2016-XX-XX	2019-01-09	2020-02-21	15558	Homo sapiens				Greninger,A.L.,Shean,R.C.,Makhsous,N.	University of Washington, Virology		USA		Greninger et al.
MK167025	MK167025.1	GenBank		MK167025	North America		2016-XX-XX	2019-01-09	2020-02-21	15643	Homo sapiens				Greninger,A.L.,Shean,R.C.,Makhsous,N.	University of Washington, Virology		USA		Greninger et al.
MK167026	MK167026.1	GenBank		MK167026	North America		2016-XX-XX	2019-01-09	2020-02-21	15654	Homo sapiens				Greninger,A.L.,Shean,R.C.,Makhsous,N.	University of Washington, Virology		USA		Greninger et al.
MK167027	MK167027.1	GenBank		MK167027	North America		2016-XX-XX	2019-01-09	2020-02-21	15644	Homo sapiens				Greninger,A.L.,Shean,R.C.,Makhsous,N.	University of Washington, Virology		USA		Greninger et al.
MK167028	MK167028.1	GenBank		MK167028	North America		2016-XX-XX	2019-01-09	2020-02-21	15517	Homo sapiens				Greninger,A.L.,Shean,R.C.,Makhsous,N.	University of Washington, Virology		USA		Greninger et al.
MK167029	MK167029.1	GenBank		MK167029	North America		2016-XX-XX	2019-01-09	2020-02-21	15616	Homo sapiens				Greninger,A.L.,Shean,R.C.,Makhsous,N.	University of Washington, Virology		USA		Greninger et al.
MK512664	MK512664.1	GenBank		PIV2/Go/2016	North America		2016-07-06	2019-09-02	2019-09-02	1595	Gorilla gorilla gorilla				Couture,E.L.,Ferrell,S.T.,Desmarchelier,M.,Hamelin,M.-E.,Sanchez Mendoza,L.J.,Carbonneau,J.,Abrahamayan,L.,Boivin,G.,Lair,S.	Chu de Quebec Universite Laval, Microbiologie-Infectiologie-Immunologie	Canada	Canada		Couture et al.
MK512665	MK512665.1	GenBank		PIV2/Hu/2016	North America		2016-07-16	2019-09-02	2019-09-02	1656	Homo sapiens				Couture,E.L.,Ferrell,S.T.,Desmarchelier,M.,Hamelin,M.-E.,Sanchez Mendoza,L.J.,Carbonneau,J.,Abrahamayan,L.,Boivin,G.,Lair,S.	Chu de Quebec Universite Laval, Microbiologie-Infectiologie-Immunologie	Canada	Canada		Couture et al.
MN369034	MN369034.1	GenBank		MN369034	North America		2018-XX-XX	2019-09-16	2020-02-21	15631	Homo sapiens				Lin,M.J.,Tait,A.,Greninger,A.L.	UW Virology, Laboratory Medicine	USA	USA		Lin et al.
MN488688	MN488688.1	GenBank	SRR10070277	MN488688	Europe		2007-11-26	2020-10-12	2020-10-12	1632	Homo sapiens		oronasopharynx	SAMN12661041	Janssens,T.K.S.,Zhan,S.H.,Overduin,P.,Alamouti,S.M.,Kwok,B.S.,Schmitz,D.,Qadir,M.A.,Meijer,A.	RIVM, Centre for Infectious Disease Research, Diagnostics and Screening (IDS) Department of Endemic and Emerging Viruses (EEV)	Netherlands	Netherlands		Janssens et al.
MN488703	MN488703.1	GenBank	SRR10070277	MN488703	Europe		2007-11-26	2020-10-12	2020-10-12	1710	Homo sapiens		oronasopharynx	SAMN12661041	Janssens,T.K.S.,Zhan,S.H.,Overduin,P.,Alamouti,S.M.,Kwok,B.S.,Schmitz,D.,Qadir,M.A.,Meijer,A.	RIVM, Centre for Infectious Disease Research, Diagnostics and Screening (IDS) Department of Endemic and Emerging Viruses (EEV)	Netherlands	Netherlands		Janssens et al.
MT063324	MT063324.1	GenBank		PREDICT_CMAH81022	Africa		2017-XX-XX	2020-04-30	2020-04-30	530	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Cameroon		?
MT063465	MT063465.1	GenBank		PREDICT_LAAH1041	Asia		2018-XX-XX	2020-04-30	2020-04-30	530	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Laos		?
MT063486	MT063486.1	GenBank		PREDICT_INAH0048	Asia		2017-XX-XX	2020-04-30	2020-04-30	491	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	India		?
MT063487	MT063487.1	GenBank		PREDICT_INAH0056	Asia		2017-XX-XX	2020-04-30	2020-04-30	496	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	India		?
MT063651	MT063651.1	GenBank		PREDICT_BDAH0888	Asia		2018-XX-XX	2020-04-30	2020-04-30	530	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Bangladesh		?
MT063665	MT063665.1	GenBank		PREDICT_GHBH408599	Africa		2018-XX-XX	2020-04-30	2020-04-30	530	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Ghana		?
MT063666	MT063666.1	GenBank		PREDICT_GHBH408599	Africa		2018-XX-XX	2020-04-30	2020-04-30	530	Homo sapiens		feces			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Ghana		?
MT063694	MT063694.1	GenBank		PREDICT_INAH0047	Asia		2017-XX-XX	2020-04-30	2020-04-30	487	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	India		?
MT118669	MT118669.1	GenBank		MT118669	North America		2018-XX-XX	2021-02-03	2021-02-03	15579	Homo sapiens				Addetia,A.,Greninger,A.L.	University of Washington, UW Virology	USA	USA		Addetia et al.
MT118675	MT118675.1	GenBank		MT118675	North America		2018-XX-XX	2021-02-03	2021-02-03	15541	Homo sapiens				Addetia,A.,Greninger,A.L.	University of Washington, UW Virology	USA	USA		Addetia et al.
MT118716	MT118716.1	GenBank		MT118716	North America		2019-XX-XX	2021-02-03	2021-02-03	15631	Homo sapiens				Addetia,A.,Greninger,A.L.	University of Washington, UW Virology	USA	USA		Addetia et al.
MT832141	MT832141.1	GenBank		PSH00001	Asia		2018-XX-XX	2022-05-29	2022-05-29	530	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Malaysia		?
